Column 1,Project Admin,BIM/CAD Coordinator,Coordination Foreman,BIM/CAD Spooler,Project Coordinator,Shop Foreman,Shop Worker,QA/QC Worker,Shipping/Receiving,Project Admin Rationale,BIM/CAD Coordinator Rationale,Coordination Foreman Rationale,BIM/CAD Spooler Rationale,Project Coordinator Rationale,Shop Foreman Rationale,Shop Worker Rationale,QA/QC Worker Rationale,Shipping/Receiving Rationale,Description
CSG-E-CT - System,True,True,True,True,True,False,False,False,False,Global admin access to all features,Detail/modeling feature needed by BIM/CAD Coordinator,Viewing feature needed for NEC-compliance review,Prefab planning/detail feature needed by Spooler,Package/schedule feature needed by Project Coordinator,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
CSG-E-Conduit,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
CSG-E-CND - .5 in,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
CSG-E-CND - .75 in,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
CSG-E-CND - 1 in,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
CSG-E-CND - 1.5 in,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
CSG-E-CND - 2 in,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
CSG-E-CND - 2.5 in,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
CSG-E-CND - 3 in,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
CSG-E-CND - 3.5 in,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
CSG-E-CND - 3.5 in,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
CSG-E-CND - 4 in,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
CSG-E-CND - Bends,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
CSG-E-CND - Couplings,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
CSG-E-CND - Large Bore,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
CSG-E-CND - Overhead,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
CSG-E-CND - Small Bore,True,False,False,False,False,False,False,False,False,Global admin access to all features,Feature outside BIM/CAD modeling scope,Editing or non-view features not allowed for Coordination Foreman,Feature outside prefab planning scope,Feature outside overall coordination scope,Feature outside Shop Foreman scope,Feature outside shop worker scope,Feature not required for QC,Feature outside logistics scope,Refer to Stratus KB for this permission
